ID	Evidences length	Evidences list	Complete evidences
Q2G1Y3	1	PHOBIUS_TM	PHOBIUS_TM
Q2G1Y8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G206	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G211	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G216	1	TM	TM
Q2G221	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G225	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G237	1	PHOBIUS_TM	PHOBIUS_TM
Q2G242	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G244	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G245	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G247	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G249	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G251	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G257	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G259	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G262	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G264	1	TM	TM
Q2G267	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G287	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G288	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G291	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G299	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2A8	1	TM	TM
Q2G2A9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2B0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2B3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2B4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2B5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2C5	1	SL	SL
Q2G2C6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2C8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2D6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2E0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2E2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2E7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2F2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2F7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2F9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2G1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2G5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2G6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2H3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2I2	1	TM	TM
Q2G2I4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2I5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2I6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2I7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2I8	1	TM	TM
Q2G2J1	1	PHOBIUS_TM	PHOBIUS_TM
Q2G2J3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2K9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2L4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2L5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2L8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2N1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2N2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2N3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2N5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2N8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2P3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2P6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2R9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2S8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2S9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2T0	1	TM	TM
Q2G2T2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2T5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2T7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2T9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2U2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2U7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2V7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2V9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2W2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2W5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q2G2Y3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q2G2Y4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
